AveragePrice,С2,С3,type,year,region,С1,Total Volume,Date
7.08,4203.61,0,столовое,2021,Республика Башкортостан,52.16,6335.66,2021-10-30 00:00:00
3.88,3435.89,0,столовое,2021,Республика Башкортостан,89.04,12376.4,2021-10-23 00:00:00
4.6,3016.27,0,столовое,2021,Республика Башкортостан,52.4,8323.19,2021-10-16 00:00:00
4.08,3881.16,0,столовое,2021,Республика Башкортостан,51.05,12750.6,2021-10-09 00:00:00
6.76,3548.88,0,столовое,2021,Республика Башкортостан,59.6,5791.95,2021-10-02 00:00:00
5.36,3432.88,0,столовое,2021,Республика Башкортостан,50.67,10226.4,2021-09-25 00:00:00
6.08,3901.06,0,столовое,2021,Республика Башкортостан,58.18,8239.74,2021-09-18 00:00:00
4.32,3898.72,0,столовое,2021,Республика Башкортостан,100.69,12126.1,2021-09-11 00:00:00
4.6,3795.93,0,столовое,2021,Республика Башкортостан,97.77,11844.2,2021-09-04 00:00:00
4.2,3677.43,0,столовое,2021,Республика Башкортостан,66.5,11054.8,2021-08-28 00:00:00
5.64,3840.44,0,столовое,2021,Республика Башкортостан,77.71,9794.48,2021-08-21 00:00:00
5.04,3811.78,0,столовое,2021,Республика Башкортостан,100.12,9274.44,2021-08-14 00:00:00
4.76,3845.83,0,столовое,2021,Республика Башкортостан,108.73,11490.5,2021-08-07 00:00:00
4.8,3754.04,0,столовое,2021,Республика Башкортостан,222.38,8671.66,2021-07-31 00:00:00
6.04,4086.11,0,столовое,2021,Республика Башкортостан,149.8,7005.43,2021-07-24 00:00:00
5.96,4064.76,0,столовое,2021,Республика Башкортостан,127.28,7945.23,2021-07-17 00:00:00
5.32,5339.53,0,столовое,2021,Республика Башкортостан,118.72,9499.39,2021-07-10 00:00:00
6.08,4615.38,0,столовое,2021,Республика Башкортостан,118.52,7064.25,2021-07-03 00:00:00
4.76,3824.71,0,столовое,2021,Республика Башкортостан,72.94,9043.11,2021-06-26 00:00:00
4.72,4049.96,0,столовое,2021,Республика Башкортостан,156.67,9331.05,2021-06-19 00:00:00
4.84,4286.07,0,столовое,2021,Республика Башкортостан,77,10823.6,2021-06-12 00:00:00
3.56,3494.77,0,столовое,2021,Республика Башкортостан,112.51,11777.8,2021-06-05 00:00:00
3.84,4014.81,0,столовое,2021,Республика Башкортостан,172.53,9933.8,2021-05-29 00:00:00
3.16,3750.64,0,столовое,2021,Республика Башкортостан,222.72,12266.7,2021-05-22 00:00:00
5.4,4760.89,0,столовое,2021,Республика Башкортостан,83.19,6897.54,2021-05-15 00:00:00
5.44,4191,0,столовое,2021,Республика Башкортостан,68.12,7229.48,2021-05-08 00:00:00
5.4,3652.08,0,столовое,2021,Республика Башкортостан,159.26,6667.12,2021-05-01 00:00:00
5.6,3781.88,0,столовое,2021,Республика Башкортостан,132.24,6973.42,2021-04-24 00:00:00
4.24,3595.39,0,столовое,2021,Республика Башкортостан,126.61,8814.87,2021-04-17 00:00:00
3.24,4237.88,0,столовое,2021,Республика Башкортостан,100.61,14080.3,2021-04-10 00:00:00
5.24,3216.69,0,столовое,2021,Республика Башкортостан,111.34,6828.81,2021-04-03 00:00:00
3.96,3073.28,0,столовое,2021,Республика Башкортостан,154.48,9949.85,2021-03-27 00:00:00
3.76,2971.4,0,столовое,2021,Республика Башкортостан,233.87,9084.56,2021-03-20 00:00:00
4.88,3612.57,0,столовое,2021,Республика Башкортостан,102.82,7169.41,2021-03-13 00:00:00
6.2,3156.52,0,столовое,2021,Республика Башкортостан,78.11,3800.32,2021-03-06 00:00:00
5.16,3439.18,0,столовое,2021,Республика Башкортостан,102.18,4884.11,2021-02-28 00:00:00
5.52,3060.73,0,столовое,2021,Республика Башкортостан,111.37,4281.11,2021-02-21 00:00:00
4.84,2986.26,0,столовое,2021,Республика Башкортостан,107.13,6559.49,2021-02-14 00:00:00
5.16,3366.4,0,столовое,2021,Республика Башкортостан,80.15,5897.89,2021-02-07 00:00:00
5.32,3346.91,0,столовое,2021,Республика Башкортостан,98.48,6019.01,2021-01-31 00:00:00
6.2,2996.95,0,столовое,2021,Республика Башкортостан,98.48,4774.87,2021-01-24 00:00:00
5.48,2593.49,0,столовое,2021,Республика Башкортостан,130.27,4509.76,2021-01-17 00:00:00
5.12,2637.76,0,столовое,2021,Республика Башкортостан,89.38,6018.32,2021-01-10 00:00:00
4.96,2303.95,0,столовое,2021,Республика Башкортостан,81.06,5024.11,2021-01-03 00:00:00
9.64,2867.8,2.68,столовое,2021,Республика Марий Эл,1449.65,4567.83,2021-12-25 00:00:00
9.44,2177.8,0,столовое,2021,Республика Марий Эл,1376.52,3768.98,2021-12-18 00:00:00
9.84,2305.73,0,столовое,2021,Республика Марий Эл,1283.52,3874.86,2021-12-11 00:00:00
10.08,2234.55,0,столовое,2021,Республика Марий Эл,1687.59,4384.51,2021-12-04 00:00:00
10.44,2161.72,2.66,столовое,2021,Республика Марий Эл,1531.72,4143.89,2021-11-27 00:00:00
10.16,2602.34,2.66,столовое,2021,Республика Марий Эл,1621.47,5413.97,2021-11-20 00:00:00
10.6,3036.85,0,столовое,2021,Республика Марий Эл,1981.78,6026.15,2021-11-13 00:00:00
11.28,3105.69,0,столовое,2021,Республика Марий Эл,1769.57,5372.3,2021-11-06 00:00:00
9.76,3615.86,0,столовое,2021,Республика Марий Эл,1550.22,5676.57,2021-10-30 00:00:00
8.92,3807.61,5.34,столовое,2021,Республика Марий Эл,1044.35,5525.46,2021-10-23 00:00:00
8.52,2582.51,0,столовое,2021,Республика Марий Эл,1299.88,4315.59,2021-10-16 00:00:00
9.56,4135.76,0,столовое,2021,Республика Марий Эл,1178.65,5634.61,2021-10-09 00:00:00
9.32,4712.45,7.96,столовое,2021,Республика Марий Эл,1399.51,6408.53,2021-10-02 00:00:00
8.72,4758.69,9.29,столовое,2021,Республика Марий Эл,1733.09,6758.91,2021-09-25 00:00:00
8.68,5064.47,2.65,столовое,2021,Республика Марий Эл,1674.83,7095.5,2021-09-18 00:00:00
8.76,5358.04,3.98,столовое,2021,Республика Марий Эл,1512.68,7223.46,2021-09-11 00:00:00
8.76,5222.39,0,столовое,2021,Республика Марий Эл,1311.6,6913.79,2021-09-04 00:00:00
8.92,5359.18,2.66,столовое,2021,Республика Марий Эл,1196.98,6918.81,2021-08-28 00:00:00
8.76,4408.45,0,столовое,2021,Республика Марий Эл,1455.86,6172.17,2021-08-21 00:00:00
7.84,5561.63,0,столовое,2021,Республика Марий Эл,1651.39,7490.34,2021-08-14 00:00:00
8.8,5967.25,0,столовое,2021,Республика Марий Эл,1615.94,7923.11,2021-08-07 00:00:00
8.76,5582.08,2.66,столовое,2021,Республика Марий Эл,1534.01,7426.56,2021-07-31 00:00:00
8.6,5412.41,2.66,столовое,2021,Республика Марий Эл,1607.42,7348.62,2021-07-24 00:00:00
8.56,5807.8,0,столовое,2021,Республика Марий Эл,1596.88,7715.38,2021-07-17 00:00:00
8.52,6221.27,0,столовое,2021,Республика Марий Эл,1784.58,8347.48,2021-07-10 00:00:00
8.52,6761.58,0,столовое,2021,Республика Марий Эл,1931.88,9057.29,2021-07-03 00:00:00
7.16,6488.42,0,столовое,2021,Республика Марий Эл,2537.74,9617.62,2021-06-26 00:00:00
8.52,5679.56,0,столовое,2021,Республика Марий Эл,1496.2,7417.31,2021-06-19 00:00:00
8.44,5966.52,0,столовое,2021,Республика Марий Эл,1478.16,7608.58,2021-06-12 00:00:00
8.32,6372.3,0,столовое,2021,Республика Марий Эл,1423.81,8123.66,2021-06-05 00:00:00
7.96,7197.21,0,столовое,2021,Республика Марий Эл,1748.33,9333.72,2021-05-29 00:00:00
8.04,6492.36,0,столовое,2021,Республика Марий Эл,1744.81,8439.22,2021-05-22 00:00:00
6.88,7340.87,0,столовое,2021,Республика Марий Эл,3732.91,11673.8,2021-05-15 00:00:00
5.6,10971.7,0,столовое,2021,Республика Марий Эл,1851.63,12962.2,2021-05-08 00:00:00
5.64,10850.4,0,столовое,2021,Республика Марий Эл,1777.72,13056.7,2021-05-01 00:00:00
8.04,6795.19,0,столовое,2021,Республика Марий Эл,1726.1,8840.73,2021-04-24 00:00:00
7.8,6479.19,0,столовое,2021,Республика Марий Эл,1585.91,8477.64,2021-04-17 00:00:00
8.2,5977.15,0,столовое,2021,Республика Марий Эл,1570.39,7871.28,2021-04-10 00:00:00
8.12,6587.37,0,столовое,2021,Республика Марий Эл,1317.74,8108.18,2021-04-03 00:00:00
8.28,6043.13,0,столовое,2021,Республика Марий Эл,1210.19,7588.03,2021-03-27 00:00:00
7.84,6330.38,0,столовое,2021,Республика Марий Эл,1124.36,7688.54,2021-03-20 00:00:00
8.16,5918.66,0,столовое,2021,Республика Марий Эл,1313.23,7402.74,2021-03-13 00:00:00
7.52,7072.14,0,столовое,2021,Республика Марий Эл,1979.45,9728.1,2021-03-06 00:00:00
8.04,6504.7,0,столовое,2021,Республика Марий Эл,1156.04,7998.27,2021-02-28 00:00:00
8.16,5572.52,0,столовое,2021,Республика Марий Эл,1000.93,6818.11,2021-02-21 00:00:00
7.92,6423.04,0,столовое,2021,Республика Марий Эл,1013.96,7588.38,2021-02-14 00:00:00
6.88,6908.66,0,столовое,2021,Республика Марий Эл,1176.14,8361.61,2021-02-07 00:00:00
6.92,7082.01,0,столовое,2021,Республика Марий Эл,1966.28,9768.28,2021-01-31 00:00:00
6.92,5939.57,0,столовое,2021,Республика Марий Эл,1130.66,7361.79,2021-01-24 00:00:00
6.88,5593.51,0,столовое,2021,Республика Марий Эл,1153.85,6880.85,2021-01-17 00:00:00
6.72,5380.3,0,столовое,2021,Республика Марий Эл,1251.06,6929.96,2021-01-10 00:00:00
6.72,6361.92,0,столовое,2021,Республика Марий Эл,1317.55,7911.16,2021-01-03 00:00:00
5.72,7537.57,0,столовое,2021,Республика Мордовия,715.07,12023,2021-12-25 00:00:00
6.52,9348.28,52.46,столовое,2021,Республика Мордовия,829.17,12212.2,2021-12-18 00:00:00
5.96,9924.91,4.76,столовое,2021,Республика Мордовия,1070.01,14513.6,2021-12-11 00:00:00
8.24,6546.16,0,столовое,2021,Республика Мордовия,1464.73,9419.21,2021-12-04 00:00:00
8.48,7228.46,0,столовое,2021,Республика Мордовия,865.46,10271.6,2021-11-27 00:00:00
8.88,6107.03,0,столовое,2021,Республика Мордовия,747.96,8535.78,2021-11-20 00:00:00
8.4,6460.16,0,столовое,2021,Республика Мордовия,914.13,10261.7,2021-11-13 00:00:00
10.04,7700.03,0,столовое,2021,Республика Мордовия,1168.91,11300.2,2021-11-06 00:00:00
10.96,6533.7,0,столовое,2021,Республика Мордовия,1854.17,8933.54,2021-10-30 00:00:00
10.92,6987.25,0,столовое,2021,Республика Мордовия,653.46,8533.85,2021-10-23 00:00:00
9.12,9006.32,0,столовое,2021,Республика Мордовия,1073.78,11256.9,2021-10-16 00:00:00
8.88,7917.99,0,столовое,2021,Республика Мордовия,908.41,10499.7,2021-10-09 00:00:00
7.96,7576.82,0,столовое,2021,Республика Мордовия,980.57,12215.9,2021-10-02 00:00:00
9.4,8359.4,0,столовое,2021,Республика Мордовия,734.45,9831.47,2021-09-25 00:00:00
8.6,8195.56,0,столовое,2021,Республика Мордовия,1289.86,10274.4,2021-09-18 00:00:00
6.36,13057.4,0,столовое,2021,Республика Мордовия,2500.57,18422.9,2021-09-11 00:00:00
7.16,8451.98,0,столовое,2021,Республика Мордовия,2161.04,15730.7,2021-09-04 00:00:00
7.56,8258.88,0,столовое,2021,Республика Мордовия,2605.56,14359.3,2021-08-28 00:00:00
7.68,6774.71,0,столовое,2021,Республика Мордовия,3470.29,12240.2,2021-08-21 00:00:00
7.64,8753.2,4.95,столовое,2021,Республика Мордовия,3489.41,15584.9,2021-08-14 00:00:00
5.92,7907.1,0,столовое,2021,Республика Мордовия,1971.6,20143.5,2021-08-07 00:00:00
7.88,9171.8,6.61,столовое,2021,Республика Мордовия,1816.69,13275.2,2021-07-31 00:00:00
6.76,9589.68,3.3,столовое,2021,Республика Мордовия,2125.18,17192.8,2021-07-24 00:00:00
7.64,10303.6,0,столовое,2021,Республика Мордовия,1579.48,14864.7,2021-07-17 00:00:00
5.72,8317.59,0,столовое,2021,Республика Мордовия,2752.28,20997.5,2021-07-10 00:00:00
5.96,11972.7,0,столовое,2021,Республика Мордовия,1895.27,21506.4,2021-07-03 00:00:00
6.08,11338.8,0,столовое,2021,Республика Мордовия,3158.64,20210,2021-06-26 00:00:00
5.84,11018.3,4.87,столовое,2021,Республика Мордовия,2114.63,20841.1,2021-06-19 00:00:00
5.8,11757.6,3.23,столовое,2021,Республика Мордовия,2863.86,18898.3,2021-06-12 00:00:00
6.08,8893.38,0,столовое,2021,Республика Мордовия,3340.24,17431.9,2021-06-05 00:00:00
5.76,9998.92,0,столовое,2021,Республика Мордовия,2154.42,18843.8,2021-05-29 00:00:00
4.6,10494.1,4.81,столовое,2021,Республика Мордовия,2091.2,21361.6,2021-05-22 00:00:00
6.12,9617.74,0,столовое,2021,Республика Мордовия,2107.1,16392,2021-05-15 00:00:00
5.48,11596,0,столовое,2021,Республика Мордовия,1313.14,22751.5,2021-05-08 00:00:00
5.48,9050.03,0,столовое,2021,Республика Мордовия,1184.83,17211.2,2021-05-01 00:00:00
4.88,9129.99,3.17,столовое,2021,Республика Мордовия,1677.44,19361,2021-04-24 00:00:00
5.16,8462.25,6.32,столовое,2021,Республика Мордовия,1367.99,16158.8,2021-04-17 00:00:00
4.92,9821.03,0,столовое,2021,Республика Мордовия,1574.7,19988.3,2021-04-10 00:00:00
5.0,13036.1,0,столовое,2021,Республика Мордовия,1640.08,21630,2021-04-03 00:00:00
5.4,9842.92,4.76,столовое,2021,Республика Мордовия,1329.74,16903,2021-03-27 00:00:00
5.6,8607.36,3.21,столовое,2021,Республика Мордовия,1809.37,14926,2021-03-20 00:00:00
5.52,12902.7,0,столовое,2021,Республика Мордовия,1821.51,20836.8,2021-03-13 00:00:00
4.84,8499.93,0,столовое,2021,Республика Мордовия,1836.96,18148.4,2021-03-06 00:00:00
4.48,10119.8,0,столовое,2021,Республика Мордовия,1620.83,24693.3,2021-02-28 00:00:00
5.0,8403.84,4.79,столовое,2021,Республика Мордовия,1307.06,16903.8,2021-02-21 00:00:00
5.68,9489.39,7.99,столовое,2021,Республика Мордовия,667.06,14114.3,2021-02-14 00:00:00
5.28,7162.51,12.78,столовое,2021,Республика Мордовия,883.53,13419,2021-02-07 00:00:00
5.6,7131.28,12.78,столовое,2021,Республика Мордовия,1123.3,11694.1,2021-01-31 00:00:00
5.24,8300.29,0,столовое,2021,Республика Мордовия,1368.36,15316,2021-01-24 00:00:00
5.84,5839.47,0,столовое,2021,Республика Мордовия,1919.4,12118.6,2021-01-17 00:00:00
5.28,5266.26,0,столовое,2021,Республика Мордовия,1414.85,12435.4,2021-01-10 00:00:00
5.64,5916.03,0,столовое,2021,Республика Мордовия,1991.55,10975.5,2021-01-03 00:00:00
10.24,8335.16,0,столовое,2021,Республика Татарстан,5599.25,16169.2,2021-12-25 00:00:00
10.28,7497.35,0,столовое,2021,Республика Татарстан,4731.38,14537.8,2021-12-18 00:00:00
10.68,7627.83,0,столовое,2021,Республика Татарстан,5669.42,16323.3,2021-12-11 00:00:00
10.68,7440.44,0,столовое,2021,Республика Татарстан,7263.87,17934.2,2021-12-04 00:00:00
11.52,8383.87,0,столовое,2021,Республика Татарстан,7103,17864.7,2021-11-27 00:00:00
11.76,7823.25,0,столовое,2021,Республика Татарстан,5926.88,17436.4,2021-11-20 00:00:00
11.96,9341.41,0,столовое,2021,Республика Татарстан,6204.65,18930.4,2021-11-13 00:00:00
12.48,10039.3,0,столовое,2021,Республика Татарстан,5898.49,19043.8,2021-11-06 00:00:00
13.0,11142.9,0,столовое,2021,Республика Татарстан,2325.93,16700.9,2021-10-30 00:00:00
11.72,7911.64,0,столовое,2021,Республика Татарстан,522.51,11252.5,2021-10-23 00:00:00
9.36,5316.66,0,столовое,2021,Республика Татарстан,696.18,9048.18,2021-10-16 00:00:00
10.88,16842.8,0,столовое,2021,Республика Татарстан,1173.39,20761.2,2021-10-09 00:00:00
10.56,18642.6,8.81,столовое,2021,Республика Татарстан,915.83,22501.2,2021-10-02 00:00:00
9.4,17080.3,0,столовое,2021,Республика Татарстан,1004.39,21280.9,2021-09-25 00:00:00
9.56,20050.9,0,столовое,2021,Республика Татарстан,1244.2,23514.4,2021-09-18 00:00:00
9.48,20414.2,0,столовое,2021,Республика Татарстан,1085.31,24473.2,2021-09-11 00:00:00
9.52,20860.7,0,столовое,2021,Республика Татарстан,808.89,24494.1,2021-09-04 00:00:00
9.52,20543.4,0,столовое,2021,Республика Татарстан,879.59,24143.5,2021-08-28 00:00:00
9.48,16299.3,0,столовое,2021,Республика Татарстан,1618.49,20261,2021-08-21 00:00:00
8.08,21502,0,столовое,2021,Республика Татарстан,1769.21,25520.8,2021-08-14 00:00:00
9.32,19463.2,0,столовое,2021,Республика Татарстан,2253.95,24605.4,2021-08-07 00:00:00
9.16,20024.9,1.43,столовое,2021,Республика Татарстан,1680.88,23597.8,2021-07-31 00:00:00
9.48,18771.6,0,столовое,2021,Республика Татарстан,1599.49,22083.8,2021-07-24 00:00:00
9.2,22261.5,4.27,столовое,2021,Республика Татарстан,1394.27,26284.2,2021-07-17 00:00:00
9.28,25145.4,0,столовое,2021,Республика Татарстан,1759.68,29064.2,2021-07-10 00:00:00
9.24,25739.2,14.19,столовое,2021,Республика Татарстан,1423.41,29071.1,2021-07-03 00:00:00
8.84,25310.5,2.84,столовое,2021,Республика Татарстан,2214.42,29535.8,2021-06-26 00:00:00
9.24,23719.2,0,столовое,2021,Республика Татарстан,1610.48,26991.7,2021-06-19 00:00:00
9.0,24024.2,0,столовое,2021,Республика Татарстан,1204.96,27349.2,2021-06-12 00:00:00
9.2,23217.5,0,столовое,2021,Республика Татарстан,1444.73,26850.9,2021-06-05 00:00:00
9.36,25119.5,0,столовое,2021,Республика Татарстан,1397.86,28707.2,2021-05-29 00:00:00
9.36,27106.4,0,столовое,2021,Республика Татарстан,1453.65,30292.8,2021-05-22 00:00:00
9.08,27742.5,0,столовое,2021,Республика Татарстан,1845.91,31308.7,2021-05-15 00:00:00
5.28,48288.2,0,столовое,2021,Республика Татарстан,1609.98,51985.6,2021-05-08 00:00:00
5.32,43790.3,0,столовое,2021,Республика Татарстан,1480.41,47035.4,2021-05-01 00:00:00
8.84,26093.4,0,столовое,2021,Республика Татарстан,1506.58,29693.8,2021-04-24 00:00:00
9.32,22553.5,0,столовое,2021,Республика Татарстан,1308.2,25486.1,2021-04-17 00:00:00
9.32,22169.1,0,столовое,2021,Республика Татарстан,1173.24,25141.2,2021-04-10 00:00:00
9.2,21364.2,0,столовое,2021,Республика Татарстан,1124.32,24055.1,2021-04-03 00:00:00
8.92,22352.9,0,столовое,2021,Республика Татарстан,1256.99,25593.4,2021-03-27 00:00:00
9.32,21872,0,столовое,2021,Республика Татарстан,1130.34,24714.5,2021-03-20 00:00:00
9.08,22132.2,0,столовое,2021,Республика Татарстан,1352.64,25229.7,2021-03-13 00:00:00
9.24,22321.7,0,столовое,2021,Республика Татарстан,1787.24,24869.6,2021-03-06 00:00:00
9.16,23000.1,0,столовое,2021,Республика Татарстан,1143.86,24175.2,2021-02-28 00:00:00
9.52,20051.1,0,столовое,2021,Республика Татарстан,1145.81,21256.6,2021-02-21 00:00:00
9.48,20230.5,0,столовое,2021,Республика Татарстан,1014.44,21276.1,2021-02-14 00:00:00
7.72,24786,0,столовое,2021,Республика Татарстан,1240.75,26088.8,2021-02-07 00:00:00
9.2,21869,0,столовое,2021,Республика Татарстан,1637.6,23630.6,2021-01-31 00:00:00
7.56,22922.9,0,столовое,2021,Республика Татарстан,1127.37,24292.3,2021-01-24 00:00:00
7.8,17731.6,0,столовое,2021,Республика Татарстан,1127.33,18983.2,2021-01-17 00:00:00
7.72,16067.4,0,столовое,2021,Республика Татарстан,1183.68,17568.2,2021-01-10 00:00:00
7.72,17249.3,0,столовое,2021,Республика Татарстан,1153.15,18894.3,2021-01-03 00:00:00
3.24,15255.6,2.62,столовое,2021,Удмуртская Республика,353.45,80324.5,2021-12-25 00:00:00
4.32,10784.3,1.31,столовое,2021,Удмуртская Республика,373.65,46216.4,2021-12-18 00:00:00
6.16,8657.16,1.31,столовое,2021,Удмуртская Республика,382.04,26531,2021-12-11 00:00:00
5.8,10207.8,15.7,столовое,2021,Удмуртская Республика,442.32,38898.5,2021-12-04 00:00:00
6.12,9807.21,26.11,столовое,2021,Удмуртская Республика,321.68,36545.5,2021-11-27 00:00:00
6.36,10855.8,3.92,столовое,2021,Удмуртская Республика,385.45,40278.7,2021-11-20 00:00:00
9.12,18490.5,41.96,столовое,2021,Удмуртская Республика,541.62,28907.2,2021-11-13 00:00:00
6.76,10960.3,41.92,столовое,2021,Удмуртская Республика,503.78,35103.9,2021-11-06 00:00:00
10.92,11346,23.56,столовое,2021,Удмуртская Республика,794.44,13588.4,2021-10-30 00:00:00
8.96,10958.2,69.99,столовое,2021,Удмуртская Республика,793.82,15072.3,2021-10-23 00:00:00
6.36,10706.9,10.46,столовое,2021,Удмуртская Республика,835.37,33108.6,2021-10-16 00:00:00
6.92,9161.72,0,столовое,2021,Удмуртская Республика,689.95,23673.8,2021-10-09 00:00:00
5.8,7937.3,9.12,столовое,2021,Удмуртская Республика,1498.12,35306.9,2021-10-02 00:00:00
6.76,7157.62,105.3,столовое,2021,Удмуртская Республика,3798.76,29440.8,2021-09-25 00:00:00
6.36,5003.17,259.37,столовое,2021,Удмуртская Республика,5284.83,35004.7,2021-09-18 00:00:00
5.56,7772.47,34.94,столовое,2021,Удмуртская Республика,5095.82,41227.8,2021-09-11 00:00:00
8.36,13585,81.34,столовое,2021,Удмуртская Республика,6158.94,22006.6,2021-09-04 00:00:00
8.96,12638.3,31.08,столовое,2021,Удмуртская Республика,5595.5,18871.6,2021-08-28 00:00:00
7.32,14464.4,55.62,столовое,2021,Удмуртская Республика,5087.77,30611.9,2021-08-21 00:00:00
8.76,20681.6,82.66,столовое,2021,Удмуртская Республика,5345.6,28185.9,2021-08-14 00:00:00
7.24,14320,56.74,столовое,2021,Удмуртская Республика,4368.95,31464.7,2021-08-07 00:00:00
5.36,12705.3,38.64,столовое,2021,Удмуртская Республика,3816.63,48248.6,2021-07-31 00:00:00
7.8,18679.6,77.4,столовое,2021,Удмуртская Республика,2911.49,28351.5,2021-07-24 00:00:00
8.44,25560.9,35.13,столовое,2021,Удмуртская Республика,1924.24,30480.4,2021-07-17 00:00:00
7.2,25562.9,40.41,столовое,2021,Удмуртская Республика,1364.66,37406.4,2021-07-10 00:00:00
6.6,27564.9,56.6,столовое,2021,Удмуртская Республика,1082.01,45010,2021-07-03 00:00:00
6.96,32449.1,68.65,столовое,2021,Удмуртская Республика,813.21,41165.7,2021-06-26 00:00:00
7.0,38691.9,35.72,столовое,2021,Удмуртская Республика,1015.37,40879.7,2021-06-19 00:00:00
7.48,26109.2,51.95,столовое,2021,Удмуртская Республика,655,30958.8,2021-06-12 00:00:00
7.04,39556.6,21.31,столовое,2021,Удмуртская Республика,625.84,40948.7,2021-06-05 00:00:00
6.48,30792.2,27.93,столовое,2021,Удмуртская Республика,625.03,39722.8,2021-05-29 00:00:00
6.2,36746.4,18.54,столовое,2021,Удмуртская Республика,631.72,53707.4,2021-05-22 00:00:00
6.84,32468.5,22.47,столовое,2021,Удмуртская Республика,739.57,42825.1,2021-05-15 00:00:00
4.8,24402.5,31.65,столовое,2021,Удмуртская Республика,637.12,54996.3,2021-05-08 00:00:00
5.0,27880.7,167.12,столовое,2021,Удмуртская Республика,490.82,54382.4,2021-05-01 00:00:00
5.24,41604,11.87,столовое,2021,Удмуртская Республика,667.33,63398.9,2021-04-24 00:00:00
6.04,18659.5,19.73,столовое,2021,Удмуртская Республика,573.14,36396.9,2021-04-17 00:00:00
3.56,27403.5,10.49,столовое,2021,Удмуртская Республика,608.37,112486,2021-04-10 00:00:00
5.08,24201.3,50.91,столовое,2021,Удмуртская Республика,614.81,49342.1,2021-04-03 00:00:00
6.2,20878.2,5.23,столовое,2021,Удмуртская Республика,454.87,36606.5,2021-03-27 00:00:00
3.92,24602.2,55,столовое,2021,Удмуртская Республика,474.08,87462.3,2021-03-20 00:00:00
4.72,15023.6,41.84,столовое,2021,Удмуртская Республика,409.24,51451.8,2021-03-13 00:00:00
4.88,17846.1,14.43,столовое,2021,Удмуртская Республика,583.7,39782,2021-03-06 00:00:00
5.84,26050.8,44.6,столовое,2021,Удмуртская Республика,800.13,37727.9,2021-02-28 00:00:00
5.64,14316,34.15,столовое,2021,Удмуртская Республика,362.25,29590.9,2021-02-21 00:00:00
3.92,20259,40.95,столовое,2021,Удмуртская Республика,455.72,71534,2021-02-14 00:00:00
5.04,13292.8,29.22,столовое,2021,Удмуртская Республика,557.91,33199.3,2021-02-07 00:00:00
5.44,14514.5,6.65,столовое,2021,Удмуртская Республика,434.84,33959.3,2021-01-31 00:00:00
5.88,11791,63.93,столовое,2021,Удмуртская Республика,681.3,26516.6,2021-01-24 00:00:00
5.04,15954.8,6.67,столовое,2021,Удмуртская Республика,560.56,42107.7,2021-01-17 00:00:00
5.16,16547.6,6.67,столовое,2021,Удмуртская Республика,649.31,37193.3,2021-01-10 00:00:00
6.32,12634.4,12.01,столовое,2021,Удмуртская Республика,577.02,24768,2021-01-03 00:00:00
6.36,2329.01,197.27,столовое,2021,Чувашская Республика,293.57,6491.55,2021-12-25 00:00:00
6.0,2148.75,219.66,столовое,2021,Чувашская Республика,280.88,7408.4,2021-12-18 00:00:00
5.96,2113.81,168.62,столовое,2021,Чувашская Республика,345.23,7688.78,2021-12-11 00:00:00
6.76,2204.44,147.21,столовое,2021,Чувашская Республика,219.6,7030.03,2021-12-04 00:00:00
7.08,2281.53,185.48,столовое,2021,Чувашская Республика,316.98,7063.85,2021-11-27 00:00:00
6.8,2489.89,289.94,столовое,2021,Чувашская Республика,354.35,10629.4,2021-11-20 00:00:00
6.92,2599.6,303.63,столовое,2021,Чувашская Республика,402.68,10613,2021-11-13 00:00:00
6.68,2900.88,362.16,столовое,2021,Чувашская Республика,405.62,10649.9,2021-11-06 00:00:00
6.92,3718.26,417.02,столовое,2021,Чувашская Республика,392.92,8600.52,2021-10-30 00:00:00
5.6,3328.29,276.86,столовое,2021,Чувашская Республика,428.52,11386.7,2021-10-23 00:00:00
6.2,3550.68,292.27,столовое,2021,Чувашская Республика,499.96,9365.29,2021-10-16 00:00:00
6.4,2496.72,312.54,столовое,2021,Чувашская Республика,614.22,8734.25,2021-10-09 00:00:00
7.48,3710.83,378.8,столовое,2021,Чувашская Республика,761.23,8341.95,2021-10-02 00:00:00
7.24,3622.72,306.81,столовое,2021,Чувашская Республика,632.05,7733.79,2021-09-25 00:00:00
6.64,3496.18,354.07,столовое,2021,Чувашская Республика,479.32,9465.99,2021-09-18 00:00:00
6.4,3868.48,309.62,столовое,2021,Чувашская Республика,757.79,12458.4,2021-09-11 00:00:00
6.4,3665.9,323.68,столовое,2021,Чувашская Республика,752.61,11353.5,2021-09-04 00:00:00
6.04,3574.06,406.28,столовое,2021,Чувашская Республика,784.67,12471.6,2021-08-28 00:00:00
6.4,3391.77,482.81,столовое,2021,Чувашская Республика,985.59,12593.8,2021-08-21 00:00:00
6.44,3792.29,542.8,столовое,2021,Чувашская Республика,1080.09,13377.4,2021-08-14 00:00:00
5.68,4761.4,703.64,столовое,2021,Чувашская Республика,1102.24,15987.2,2021-08-07 00:00:00
6.32,3927.4,705.01,столовое,2021,Чувашская Республика,1306.7,12518.7,2021-07-31 00:00:00
6.32,3580.75,616.78,столовое,2021,Чувашская Республика,1178.49,11277.3,2021-07-24 00:00:00
